,cero,uno
0,-0.522723021,1.0490092258368893
1,-0.727137176,-0.247518636
2,-0.646572884,-1.081548004
3,-0.601706612,1.8522781845089378
4,-0.860413365,-0.384555544
5,0.17086543812794186,-0.183983336
6,-0.555199527,1.8811570694405901
7,-1.021232817,0.7083564472993533
8,1.6286155455712918,-1.380101458
9,-0.763259157,-1.804882101
10,0.4933179008808892,0.1848361236948739
11,-0.839217523,-0.309212376
12,-0.53975968,-0.778304725
13,-0.517611299,0.2237879516388985
14,-0.192360965,0.30154734233361247
15,0.7910319470430469,-0.909387455
16,-0.013497225,-1.057710929
17,-0.530501148,-0.575818241
18,0.36659824609684827,-0.939879786
19,0.6818914896263114,1.8467073257360336
20,0.9751197334177512,-0.147057382
21,0.33126343140356396,0.9755451271223592
22,-0.981508651,0.46210347426327075
23,-0.818220683,2.0923872756854602
24,0.5597904479310398,1.0807807255546218
25,-1.594427659,-0.599375023
26,-1.280304399,0.8724573282801447
27,0.055724912288694604,1.0941915184709485
28,-0.479174238,-0.185658977
29,-0.440044487,0.13074057728609134
30,0.35701548596504734,-0.692909595
31,-1.478586246,1.143754043206929
32,0.9356783931474612,1.2715550949941588
33,-1.110575845,1.7522704434236227
34,0.2897748568964129,2.075400798645439
35,0.3384964074944141,-0.415287914
36,-1.081063328,0.6159356069442637
37,0.8356921120651418,-1.129706855
38,1.305478807154329,0.021003842
39,-0.463417693,-0.465729754
40,0.5150352672086598,0.5137859509122088
41,-0.4593609,-0.849844369
42,-0.446433615,0.19408999289830758
43,0.2891686439078181,2.4553001399108942
44,0.6862601903745135,-1.612715871
45,0.37114587337130883,-0.603985187
46,0.018418379,1.6764373122752827
47,-0.186871644,-0.439731058
48,0.577072127,-0.203045386
49,0.6543656563540577,-0.055584671
50,-0.529760204,0.5132674331133561
51,1.4027943109360992,-1.401851063
52,1.8657745111447566,0.4738329209117875
53,0.028318376130461172,0.029756139
54,-2.619745104,0.8219025043752238
55,-0.066079799,-1.2110162
56,0.26705026586925884,0.889630796
57,-0.773789199,-1.244654703
58,-0.108760148,0.40171172209894146
59,0.3577873603482833,0.5607845263682344
60,-1.377669368,-0.93782504
61,0.19109906801990334,0.046436548
62,0.51765902,-0.725743813
63,0.21409374413020396,-1.245738779
64,0.40825275571447184,-1.702583604
65,1.1792971840638264,0.067518481
66,-0.471931866,1.088950596967366
67,-1.062303714,0.4735924306351816
68,0.9382838059759977,-0.516044728
69,-0.839721842,-0.599392645
70,0.013929291912946203,-0.024125087
71,-0.573662007,-0.546858941
72,1.5475052013300616,1.7958776730955217
73,0.41293145427562433,-0.563724553
74,0.06023021,2.463242112485286
75,-0.592393924,-0.86399077
76,-0.715303709,0.6795977489346758
77,-0.61278869,-0.38770156
78,-1.106334974,-1.196206624
79,0.19905969557347003,-0.600216877
80,0.5470973811700379,-0.202192652
81,-0.730366632,0.21645858958197486
82,-0.626967058,1.8124485579969287
83,2.1898029332176723,-0.808298285
84,0.5765569630557664,0.3112501545435361
85,-0.97468167,0.787084604
86,-0.16711808,0.14671368643332283
87,0.812525822,1.356240028570823
88,-0.275051697,-2.301921165
89,-1.519369966,-0.484234073
90,0.25972250172148187,-0.904316625
91,1.066674689589154,1.1692955904456728
92,0.077368308,-0.861284201
93,-1.320233207,1.8314587658543537
94,-0.248964148,0.9715709509543554
95,1.1950466289248425,-1.523186905
96,0.28586539072490497,0.33445679
97,-0.420186817,-0.281784609
98,0.069802085,-0.385313597
99,0.326133022,-1.251113576
100,-0.923233246,-1.351684606
101,1.5505004928140769,-0.998354041
102,1.4469778843537329,0.19655477651157463
103,-0.434496227,-0.309172123
104,-0.012246773,-0.897254371
105,0.8723206367206782,0.18334200573835174
106,0.6256673477650062,-0.857157556
107,1.073631749859772,-1.026515299
108,1.0584244868495878,-1.758739486
109,-0.487606224,-0.432558188
